# Range Matrix: 64 beams x 59 scans
10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,10.075,8.276,8.231,8.240,7.421,8.231,8.231,7.386,7.243,7.241,7.239,7.359,7.366,7.310,7.374,7.420,7.214,7.371,7.458,7.492,7.662,8.570,8.607,8.635,8.666,8.698,8.624,10.075,10.075,2.434,10.075,10.075,10.075,10.075,10.075,10.075,10.075,5.521,5.503,5.562,5.989,6.098,10.075,10.075
10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,8.232,8.232,8.271,8.271,7.458,8.303,7.952,7.466,7.431,7.425,7.423,7.413,7.420,7.425,7.440,7.474,7.250,7.418,7.511,7.548,7.948,8.616,8.637,8.640,8.642,8.668,8.757,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,5.563,5.552,6.043,6.024,6.116,10.125,10.125
10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,8.781,8.250,8.250,8.255,8.322,7.504,8.322,8.001,7.747,7.670,7.563,7.523,7.502,7.503,7.528,7.552,7.568,7.578,7.588,7.620,7.668,8.269,8.664,8.691,8.694,8.696,8.695,8.811,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,10.187,6.095,6.096,10.187,10.187,10.187
10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,8.383,8.312,8.312,8.384,8.384,8.384,7.792,7.792,7.798,7.531,7.531,7.531,7.531,7.531,7.531,7.716,7.724,7.576,8.713,8.712,8.712,8.712,8.725,8.755,8.758,8.760,8.760,8.877,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263,10.263
10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,7.668,7.653,7.640,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353,10.353
10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457,10.457
10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576
10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711,10.711
10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864,10.864
11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034,11.034
11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223,11.223
11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434,11.434
11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666,11.666
11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924,11.924
12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208,12.208
12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521,12.521
12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868,12.868
13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250,13.250
13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673,13.673
14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142,14.142
