# Range Matrix: 16 beams x 3 scans
10.000,10.000,2.512
10.000,10.000,2.357
10.000,10.000,2.193
10.000,8.776,2.127
10.000,7.578,2.080
10.000,7.376,2.054
10.000,7.336,2.035
10.000,7.316,2.021
10.000,7.327,2.029
10.000,7.355,10.000
10.000,7.413,10.000
8.229,7.476,10.000
8.329,8.776,10.000
10.000,10.000,10.000
10.000,10.000,10.000
10.000,10.000,10.000
